"RecordID","RaceID","CO","JUR","CNTYNAME","YEAR","DATE","CSD","PLACE","OFFICE","RECODE_OFFICE","RECODE_OFFNAME","AREA","TERM","VOTE.","LAST","FIRST","BALDESIG","INCUMB","Num_Inc","CAND.","VOTES","WRITEIN","SUMVOTES","TOTVOTES","PERCENT","RVOTES","ELECTED","RUNOFF","CHECKRUNOFF","Multi_RaceID","Multi_CandID","Multi_CO","indivtotal_votes","total_writein","multitotal_votes","newtotvotes","Rindivto","newelected","year"
199600737,199600278,52,1,"TEHAMA",1996,1996-03-26,0,"TEHAMA","COUNTY SUPERVISOR",1,"COUNTY SUPERVISOR","1","Full",1,"Rollins","Roxana","Customer Service Representative","N",2,2,6536,63,13913,13976,0.467658843732112,2,2,NA,0,199600278,199600737,0,6536,63,13913,13976,2,2,1996
199600738,199600279,52,1,"TEHAMA",1996,1996-03-26,0,"TEHAMA","COUNTY SUPERVISOR",1,"COUNTY SUPERVISOR","4","Full",1,"Marelli","Shirley M.","Incumbent","Y",1,4,1809,22,13970,13992,0.129288164665523,4,2,NA,0,199600279,199600738,0,1809,22,13970,13992,4,2,1996
199600739,199600279,52,1,"TEHAMA",1996,1996-03-26,0,"TEHAMA","COUNTY SUPERVISOR",1,"COUNTY SUPERVISOR","4","Full",1,"Mooneyham","Billy J.","Retired Firefighter","N",2,4,3273,22,13970,13992,0.233919382504288,2,3,NA,1,199600279,199600739,0,3273,22,13970,13992,2,3,1996
199600740,199600279,52,1,"TEHAMA",1996,1996-03-26,0,"TEHAMA","COUNTY SUPERVISOR",1,"COUNTY SUPERVISOR","4","Full",1,"Russell","George P.","Retired School Superintendent","N",2,4,5959,22,13970,13992,0.425886220697541,1,3,1,1,199600279,199600740,0,5959,22,13970,13992,1,3,1996
199600741,199600279,52,1,"TEHAMA",1996,1996-03-26,0,"TEHAMA","COUNTY SUPERVISOR",1,"COUNTY SUPERVISOR","4","Full",1,"Wagner","Randy","Business Owner","N",2,4,2929,22,13970,13992,0.209333905088622,3,2,NA,0,199600279,199600741,0,2929,22,13970,13992,3,2,1996
199600742,199600280,52,1,"TEHAMA",1996,1996-03-26,0,"TEHAMA","COUNTY SUPERVISOR",1,"COUNTY SUPERVISOR","5","Full",1,"Borror","Bill","Rancher","N",2,2,10665,69,13941,14010,0.761241970021413,1,1,NA,0,199600280,199600742,0,10665,69,13941,14010,1,1,1996
199600743,199600280,52,1,"TEHAMA",1996,1996-03-26,0,"TEHAMA","COUNTY SUPERVISOR",1,"COUNTY SUPERVISOR","5","Full",1,"Rowen","Kathleen","Incumbent","Y",1,2,3276,69,13941,14010,0.233832976445396,2,2,NA,0,199600280,199600743,0,3276,69,13941,14010,2,2,1996
199600744,199600281,52,1,"TEHAMA",1996,1996-11-05,0,"TEHAMA","COUNTY SUPERVISOR",1,"COUNTY SUPERVISOR","2","Full",1,"Mooneyham","Billy J.","Retired Firefighter","N",2,2,8520,90,19125,19215,0.443403590944575,2,2,NA,0,199600281,199600744,0,8520,90,19125,19215,2,2,1996
199600745,199600281,52,1,"TEHAMA",1996,1996-11-05,0,"TEHAMA","COUNTY SUPERVISOR",1,"COUNTY SUPERVISOR","2","Full",1,"Russell","George P.","Retired School Superintendent","N",2,2,10605,90,19125,19215,0.551912568306011,1,1,NA,0,199600281,199600745,0,10605,90,19125,19215,1,1,1996
199600746,199600282,53,1,"TRINITY",1996,1996-03-26,0,"TRINITY","COUNTY SUPERVISOR",1,"COUNTY SUPERVISOR","2","Full",1,"Baxter","Joann M.","Substitute Teacher","N",2,4,267,0,973,973,0.274409044193217,2,3,1,1,199600282,199600746,0,267,0,973,973,2,3,1996
199600747,199600282,53,1,"TRINITY",1996,1996-03-26,0,"TRINITY","COUNTY SUPERVISOR",1,"COUNTY SUPERVISOR","2","Full",1,"Clement","Randall C.","No ballot designation","N",2,4,46,0,973,973,0.0472764645426516,4,2,NA,0,199600282,199600747,0,46,0,973,973,4,2,1996
199600748,199600282,53,1,"TRINITY",1996,1996-03-26,0,"TRINITY","COUNTY SUPERVISOR",1,"COUNTY SUPERVISOR","2","Full",1,"Fackrell","Paul E.","No ballot designation","N",2,4,449,0,973,973,0.461459403905447,1,3,1,1,199600282,199600748,0,449,0,973,973,1,3,1996
199600749,199600282,53,1,"TRINITY",1996,1996-03-26,0,"TRINITY","COUNTY SUPERVISOR",1,"COUNTY SUPERVISOR","2","Full",1,"Huddleston","Robert","Supervisor/District 2","Y",1,4,211,0,973,973,0.216855087358684,3,2,NA,0,199600282,199600749,0,211,0,973,973,3,2,1996
199600750,199600283,53,1,"TRINITY",1996,1996-03-26,0,"TRINITY","COUNTY SUPERVISOR",1,"COUNTY SUPERVISOR","3","Full",1,"Chandler","Cliff","No ballot designation","N",2,3,271,0,813,813,0.333333333333333,2,3,1,1,199600283,199600750,0,271,0,813,813,2,3,1996
199600751,199600283,53,1,"TRINITY",1996,1996-03-26,0,"TRINITY","COUNTY SUPERVISOR",1,"COUNTY SUPERVISOR","3","Full",1,"Modine","Ralph R.","No ballot designation","N",2,3,398,0,813,813,0.489544895448954,1,3,1,1,199600283,199600751,0,398,0,813,813,1,3,1996
199600752,199600283,53,1,"TRINITY",1996,1996-03-26,0,"TRINITY","COUNTY SUPERVISOR",1,"COUNTY SUPERVISOR","3","Full",1,"Yates","Homer L.","Insurance Broker","N",2,3,144,0,813,813,0.177121771217712,3,2,NA,0,199600283,199600752,0,144,0,813,813,3,2,1996
199600753,199600284,53,1,"TRINITY",1996,1996-03-26,0,"TRINITY","COUNTY SUPERVISOR",1,"COUNTY SUPERVISOR","5","Full",1,"Arey","Mark K.","No ballot designation","N",2,4,184,0,833,833,0.220888355342137,4,2,NA,0,199600284,199600753,0,184,0,833,833,4,2,1996
199600754,199600284,53,1,"TRINITY",1996,1996-03-26,0,"TRINITY","COUNTY SUPERVISOR",1,"COUNTY SUPERVISOR","5","Full",1,"Onwiler","Mary","Bookkeeping/Notary/Taxation","N",2,4,195,0,833,833,0.234093637454982,3,2,NA,0,199600284,199600754,0,195,0,833,833,3,2,1996
199600755,199600284,53,1,"TRINITY",1996,1996-03-26,0,"TRINITY","COUNTY SUPERVISOR",1,"COUNTY SUPERVISOR","5","Full",1,"Reiss","Robert \"Bob\"","Businessman/Reserve Deputy","N",2,4,241,0,833,833,0.289315726290516,1,3,1,1,199600284,199600755,0,241,0,833,833,1,3,1996
199600756,199600284,53,1,"TRINITY",1996,1996-03-26,0,"TRINITY","COUNTY SUPERVISOR",1,"COUNTY SUPERVISOR","5","Full",1,"Stewart","Marvin R.","Retired School Superintendent","N",2,4,213,0,833,833,0.255702280912365,2,3,1,1,199600284,199600756,0,213,0,833,833,2,3,1996
199600757,199600285,53,1,"TRINITY",1996,1996-03-26,0,"TRINITY","MARSHALL",5,"OTHER COUNTY OFFICE",NA,"Full",1,"Holub","Rudolph M.","No ballot designation","N",2,1,3594,0,3594,3594,1,1,1,NA,0,199600285,199600757,0,3594,0,3594,3594,1,1,1996
199600758,199600286,53,1,"TRINITY",1996,1996-11-05,0,"TRINITY","COUNTY SUPERVISOR",1,"COUNTY SUPERVISOR","2","Full",1,"Baxter","Joann M.","Substitute Teacher","N",2,2,501,0,1239,1239,0.404358353510896,2,2,NA,0,199600286,199600758,0,501,0,1239,1239,2,2,1996
199600759,199600286,53,1,"TRINITY",1996,1996-11-05,0,"TRINITY","COUNTY SUPERVISOR",1,"COUNTY SUPERVISOR","2","Full",1,"Fackrell","Paul E.","No ballot designation","N",2,2,738,0,1239,1239,0.595641646489104,1,1,NA,0,199600286,199600759,0,738,0,1239,1239,1,1,1996
199600760,199600287,53,1,"TRINITY",1996,1996-11-05,0,"TRINITY","COUNTY SUPERVISOR",1,"COUNTY SUPERVISOR","3","Full",1,"Chandler","Cliff","No ballot designation","N",2,2,391,0,995,995,0.392964824120603,2,2,NA,0,199600287,199600760,0,391,0,995,995,2,2,1996
199600761,199600287,53,1,"TRINITY",1996,1996-11-05,0,"TRINITY","COUNTY SUPERVISOR",1,"COUNTY SUPERVISOR","3","Full",1,"Modine","Ralph R.","No ballot designation","N",2,2,604,0,995,995,0.607035175879397,1,1,NA,0,199600287,199600761,0,604,0,995,995,1,1,1996
199600762,199600288,53,1,"TRINITY",1996,1996-11-05,0,"TRINITY","COUNTY SUPERVISOR",1,"COUNTY SUPERVISOR","5","Full",1,"Reiss","Robert \"Bob\"","Businessman/Reserve Deputy","N",2,2,533,0,1034,1034,0.515473887814313,1,1,NA,0,199600288,199600762,0,533,0,1034,1034,1,1,1996
199600763,199600288,53,1,"TRINITY",1996,1996-11-05,0,"TRINITY","COUNTY SUPERVISOR",1,"COUNTY SUPERVISOR","5","Full",1,"Stewart","Marvin R.","Retired School Superintendent","N",2,2,501,0,1034,1034,0.484526112185687,2,2,NA,0,199600288,199600763,0,501,0,1034,1034,2,2,1996
199600764,199600289,54,1,"TULARE",1996,1996-03-26,0,"TULARE","COUNTY SUPERVISOR",1,"COUNTY SUPERVISOR","1","Full",1,"Sanders","Bill","Farmer/Businessman","N",2,2,8166,0,10900,10900,0.749174311926606,1,1,NA,0,199600289,199600764,0,8166,0,10900,10900,1,1,1996
199600765,199600289,54,1,"TULARE",1996,1996-03-26,0,"TULARE","COUNTY SUPERVISOR",1,"COUNTY SUPERVISOR","1","Full",1,"Wells","Dan","Investigator/College Instructor","N",2,2,2734,0,10900,10900,0.250825688073395,2,2,NA,0,199600289,199600765,0,2734,0,10900,10900,2,2,1996
199600766,199600290,54,1,"TULARE",1996,1996-03-26,0,"TULARE","COUNTY SUPERVISOR",1,"COUNTY SUPERVISOR","2","Full",1,"Richmond","Mel","Incumbent","Y",1,1,6794,0,6794,6794,1,1,1,NA,0,199600290,199600766,0,6794,0,6794,6794,1,1,1996
199600767,199600291,54,1,"TULARE",1996,1996-03-26,0,"TULARE","COUNTY SUPERVISOR",1,"COUNTY SUPERVISOR","3","Full",1,"Maze","Bill","Supervisor District 3","Y",1,1,10440,0,10440,10440,1,1,1,NA,0,199600291,199600767,0,10440,0,10440,10440,1,1,1996
199600768,199600292,55,1,"TUOLUMNE",1996,1996-03-26,0,"TUOLUMNE","COUNTY SUPERVISOR",1,"COUNTY SUPERVISOR","1","Full",1,"Rotelli","Larry A.","Truck Driver/Supervisor","Y",1,2,1638,34,2897,2931,0.55885363357216,1,1,NA,0,199600292,199600768,0,1638,34,2897,2931,1,1,1996
199600769,199600292,55,1,"TUOLUMNE",1996,1996-03-26,0,"TUOLUMNE","COUNTY SUPERVISOR",1,"COUNTY SUPERVISOR","1","Full",1,"Smart","Frank M.","Veterans' Activist","N",2,2,1259,34,2897,2931,0.429546229955647,2,2,NA,0,199600292,199600769,0,1259,34,2897,2931,2,2,1996
199600770,199600293,55,1,"TUOLUMNE",1996,1996-03-26,0,"TUOLUMNE","COUNTY SUPERVISOR",1,"COUNTY SUPERVISOR","4","Full",1,"Corralls","R. \"Chuck\"","Community Service Advocate","N",2,3,999,9,3442,3451,0.289481309765285,3,2,NA,0,199600293,199600770,0,999,9,3442,3451,3,2,1996
199600771,199600293,55,1,"TUOLUMNE",1996,1996-03-26,0,"TUOLUMNE","COUNTY SUPERVISOR",1,"COUNTY SUPERVISOR","4","Full",1,"Debernardi","Michael \"Mickey\"","Incumbent","Y",1,3,1298,9,3442,3451,0.376122862938279,1,3,1,1,199600293,199600771,0,1298,9,3442,3451,1,3,1996
199600772,199600293,55,1,"TUOLUMNE",1996,1996-03-26,0,"TUOLUMNE","COUNTY SUPERVISOR",1,"COUNTY SUPERVISOR","4","Full",1,"Thornton","Mark V.","Historian","N",2,3,1145,9,3442,3451,0.331787887568821,2,3,1,1,199600293,199600772,0,1145,9,3442,3451,2,3,1996
199600773,199600294,55,1,"TUOLUMNE",1996,1996-03-26,0,"TUOLUMNE","COUNTY SUPERVISOR",1,"COUNTY SUPERVISOR","5","Full",1,"Blake","Martin S.","Teacher/Small Businessman","N",2,5,561,9,3483,3492,0.160652920962199,3,2,NA,0,199600294,199600773,0,561,9,3483,3492,3,2,1996
199600774,199600294,55,1,"TUOLUMNE",1996,1996-03-26,0,"TUOLUMNE","COUNTY SUPERVISOR",1,"COUNTY SUPERVISOR","5","Full",1,"Coane","Robert T.","Retired Sheriff/Coroner","N",2,5,783,9,3483,3492,0.224226804123711,2,3,1,1,199600294,199600774,0,783,9,3483,3492,2,3,1996
199600775,199600294,55,1,"TUOLUMNE",1996,1996-03-26,0,"TUOLUMNE","COUNTY SUPERVISOR",1,"COUNTY SUPERVISOR","5","Full",1,"Dunn","Dennis W.","Attorney","N",2,5,345,9,3483,3492,0.0987972508591065,5,2,NA,0,199600294,199600775,0,345,9,3483,3492,5,2,1996
199600776,199600294,55,1,"TUOLUMNE",1996,1996-03-26,0,"TUOLUMNE","COUNTY SUPERVISOR",1,"COUNTY SUPERVISOR","5","Full",1,"Nichols","Raymond","Retired Business Executive","N",2,5,426,9,3483,3492,0.121993127147766,4,2,NA,0,199600294,199600776,0,426,9,3483,3492,4,2,1996
199600777,199600294,55,1,"TUOLUMNE",1996,1996-03-26,0,"TUOLUMNE","COUNTY SUPERVISOR",1,"COUNTY SUPERVISOR","5","Full",1,"Pland","Richard","Natural Resource Coordinator","N",2,5,1368,9,3483,3492,0.391752577319588,1,3,1,1,199600294,199600777,0,1368,9,3483,3492,1,3,1996
199600778,199600295,55,1,"TUOLUMNE",1996,1996-11-05,0,"TUOLUMNE","COUNTY SUPERVISOR",1,"COUNTY SUPERVISOR","4","Full",1,"Debernardi","Michael \"Mickey\"","Incumbent","Y",1,2,2184,0,4626,4626,0.472114137483787,2,2,NA,0,199600295,199600778,0,2184,0,4626,4626,2,2,1996
199600779,199600295,55,1,"TUOLUMNE",1996,1996-11-05,0,"TUOLUMNE","COUNTY SUPERVISOR",1,"COUNTY SUPERVISOR","4","Full",1,"Thornton","Mark V.","Historian","N",2,2,2442,0,4626,4626,0.527885862516213,1,1,NA,0,199600295,199600779,0,2442,0,4626,4626,1,1,1996
199600780,199600296,55,1,"TUOLUMNE",1996,1996-11-05,0,"TUOLUMNE","COUNTY SUPERVISOR",1,"COUNTY SUPERVISOR","5","Full",1,"Coane","Robert T.","Retired Sheriff/Coroner","N",2,2,1935,0,4331,4331,0.446779034864927,2,2,NA,0,199600296,199600780,0,1935,0,4331,4331,2,2,1996
199600781,199600296,55,1,"TUOLUMNE",1996,1996-11-05,0,"TUOLUMNE","COUNTY SUPERVISOR",1,"COUNTY SUPERVISOR","5","Full",1,"Pland","Richard","Natural Resource Coordinator","N",2,2,2396,0,4331,4331,0.553220965135073,1,1,NA,0,199600296,199600781,0,2396,0,4331,4331,1,1,1996
199600782,199600297,56,1,"VENTURA",1996,1996-11-05,0,"VENTURA","COUNTY SUPERVISOR",1,"COUNTY SUPERVISOR","3","Full",1,"Long","Kathy","Businesswoman/Supervisor's Rep.","N",2,2,27009,152,50536,50688,0.532848011363636,1,1,NA,0,199600297,199600782,0,27009,152,50536,50688,1,1,1996
199600783,199600297,56,1,"VENTURA",1996,1996-11-05,0,"VENTURA","COUNTY SUPERVISOR",1,"COUNTY SUPERVISOR","3","Full",1,"Morgan","Mike","City of Camarillo Council Member","N",2,2,23527,152,50536,50688,0.464153251262626,2,2,NA,0,199600297,199600783,0,23527,152,50536,50688,2,2,1996
199600784,199600298,57,1,"YOLO",1996,1996-03-26,0,"YOLO","COUNTY SUPERVISOR",1,"COUNTY SUPERVISOR","1","Full",1,"McGowan","Mike","Yolo County Supervisor","Y",1,1,4404,0,4404,4404,1,1,1,NA,0,199600298,199600784,0,4404,0,4404,4404,1,1,1996
199600785,199600299,57,1,"YOLO",1996,1996-03-26,0,"YOLO","COUNTY SUPERVISOR",1,"COUNTY SUPERVISOR","4","Full",1,"Elkholm","Ian","Public Asset Manager","N",2,2,4556,0,9574,9574,0.475872153749739,2,2,NA,0,199600299,199600785,0,4556,0,9574,9574,2,2,1996
199600786,199600299,57,1,"YOLO",1996,1996-03-26,0,"YOLO","COUNTY SUPERVISOR",1,"COUNTY SUPERVISOR","4","Full",1,"Rosenberg","Dave","Mayor","N",2,2,5018,0,9574,9574,0.524127846250261,1,1,NA,0,199600299,199600786,0,5018,0,9574,9574,1,1,1996
199600787,199600300,57,1,"YOLO",1996,1996-03-26,0,"YOLO","COUNTY SUPERVISOR",1,"COUNTY SUPERVISOR","5","Full",1,"Pollock","Lynnell","Farmer","N",2,1,5553,0,5553,5553,1,1,1,NA,0,199600300,199600787,0,5553,0,5553,5553,1,1,1996
199600788,199600301,58,1,"YUBA",1996,1996-03-26,0,"YUBA","COUNTY SUPERVISOR",1,"COUNTY SUPERVISOR","2","Full",1,"Gless","Ronald W.","Electronic Technician","N",2,4,521,5,2654,2659,0.195938322677698,3,2,NA,0,199600301,199600788,0,521,5,2654,2659,3,2,1996
199600789,199600301,58,1,"YUBA",1996,1996-03-26,0,"YUBA","COUNTY SUPERVISOR",1,"COUNTY SUPERVISOR","2","Full",1,"Motell","Lisa Marie","No ballot designation","N",2,4,203,5,2654,2659,0.0763444904099286,4,2,NA,0,199600301,199600789,0,203,5,2654,2659,4,2,1996
199600790,199600301,58,1,"YUBA",1996,1996-03-26,0,"YUBA","COUNTY SUPERVISOR",1,"COUNTY SUPERVISOR","2","Full",1,"Palmquist","B. Jay","Incumbent","Y",1,4,929,5,2654,2659,0.349379465964648,2,3,1,1,199600301,199600790,0,929,5,2654,2659,2,3,1996
199600791,199600301,58,1,"YUBA",1996,1996-03-26,0,"YUBA","COUNTY SUPERVISOR",1,"COUNTY SUPERVISOR","2","Full",1,"Simmons","Bill","Director/Career Center","N",2,4,1001,5,2654,2659,0.376457314779993,1,3,1,1,199600301,199600791,0,1001,5,2654,2659,1,3,1996
199600792,199600302,58,1,"YUBA",1996,1996-03-26,0,"YUBA","COUNTY SUPERVISOR",1,"COUNTY SUPERVISOR","3","Full",1,"Bluett","A. R. Mike","Printer","N",2,2,1055,21,2122,2143,0.492300513299113,2,2,NA,0,199600302,199600792,0,1055,21,2122,2143,2,2,1996
199600793,199600302,58,1,"YUBA",1996,1996-03-26,0,"YUBA","COUNTY SUPERVISOR",1,"COUNTY SUPERVISOR","3","Full",1,"Hastey","Brent W.","Incumbent","Y",1,2,1067,21,2122,2143,0.497900139990667,1,1,1,0,199600302,199600793,0,1067,21,2122,2143,1,1,1996
199600794,199600303,58,1,"YUBA",1996,1996-03-26,0,"YUBA","COUNTY SUPERVISOR",1,"COUNTY SUPERVISOR","4","Full",1,"Barber","Bob","Retired","N",2,2,492,9,1102,1111,0.442844284428443,2,2,NA,0,199600303,199600794,0,492,9,1102,1111,2,2,1996
199600795,199600303,58,1,"YUBA",1996,1996-03-26,0,"YUBA","COUNTY SUPERVISOR",1,"COUNTY SUPERVISOR","4","Full",1,"Schrader","Don","Instructor/Business Owner","N",2,2,610,9,1102,1111,0.549054905490549,1,1,NA,0,199600303,199600795,0,610,9,1102,1111,1,1,1996
199600796,199600304,58,1,"YUBA",1996,1996-03-26,0,"YUBA","SUPERIOR JUDGE",5,"OTHER COUNTY OFFICE","1","Full",1,"Lenhard","Robert C.","Superior Court Judge","Y",1,2,5501,75,11036,11111,0.49509495094951,2,2,NA,0,199600304,199600796,0,5501,75,11036,11111,2,2,1996
199600797,199600304,58,1,"YUBA",1996,1996-03-26,0,"YUBA","SUPERIOR JUDGE",5,"OTHER COUNTY OFFICE","1","Full",1,"Mathews","Thomas F.","Incumbent","Y",1,2,5535,75,11036,11111,0.498154981549816,1,1,1,0,199600304,199600797,0,5535,75,11036,11111,1,1,1996
199600798,199600305,58,1,"YUBA",1996,1996-03-26,0,"YUBA","SUPERIOR JUDGE",5,"OTHER COUNTY OFFICE","2","Full",1,"Braccia","Jeff","Public Defender","N",2,4,1426,60,10690,10750,0.132651162790698,4,2,NA,0,199600305,199600798,0,1426,60,10690,10750,4,2,1996
199600799,199600305,58,1,"YUBA",1996,1996-03-26,0,"YUBA","SUPERIOR JUDGE",5,"OTHER COUNTY OFFICE","2","Full",1,"Curry","James L.","Attorney","N",2,4,4163,60,10690,10750,0.387255813953488,1,3,1,1,199600305,199600799,0,4163,60,10690,10750,1,3,1996
199600800,199600305,58,1,"YUBA",1996,1996-03-26,0,"YUBA","SUPERIOR JUDGE",5,"OTHER COUNTY OFFICE","2","Full",1,"Johnston","G. Michael","Attorney","N",2,4,2239,60,10690,10750,0.208279069767442,3,2,NA,0,199600305,199600800,0,2239,60,10690,10750,3,2,1996
199600801,199600305,58,1,"YUBA",1996,1996-03-26,0,"YUBA","SUPERIOR JUDGE",5,"OTHER COUNTY OFFICE","2","Full",1,"Lesser","Stephen","Attorney","N",2,4,2862,60,10690,10750,0.266232558139535,2,3,1,1,199600305,199600801,0,2862,60,10690,10750,2,3,1996
199600802,199600306,58,1,"YUBA",1996,1996-11-05,0,"YUBA","COUNTY SUPERVISOR",1,"COUNTY SUPERVISOR","2","Full",1,"Palmquist","B. Jay","Incumbent","Y",1,2,1645,11,3461,3472,0.473790322580645,2,2,NA,0,199600306,199600802,0,1645,11,3461,3472,2,2,1996
199600803,199600306,58,1,"YUBA",1996,1996-11-05,0,"YUBA","COUNTY SUPERVISOR",1,"COUNTY SUPERVISOR","2","Full",1,"Simmons","Bill","Director/Career Center","N",2,2,1816,11,3461,3472,0.523041474654378,1,1,NA,0,199600306,199600803,0,1816,11,3461,3472,1,1,1996
199600804,199600307,58,1,"YUBA",1996,1996-11-05,0,"YUBA","SUPERIOR JUDGE",5,"OTHER COUNTY OFFICE","2","Full",1,"Curry","James L.","Attorney","N",2,2,8592,126,14649,14775,0.581522842639594,1,1,NA,0,199600307,199600804,0,8592,126,14649,14775,1,1,1996
199600805,199600307,58,1,"YUBA",1996,1996-11-05,0,"YUBA","SUPERIOR JUDGE",5,"OTHER COUNTY OFFICE","2","Full",1,"Lesser","Stephen","Attorney","N",2,2,6057,126,14649,14775,0.40994923857868,2,2,NA,0,199600307,199600805,0,6057,126,14649,14775,2,2,1996
199600806,199600308,1,2,"ALAMEDA",1996,1996-03-26,0,"OAKLAND","CITY COUNCIL",2,"CITY COUNCIL","1","Full",1,"Bliss","John","Civil Engineer","N",2,5,2066,0,13938,13938,0.148227866264887,4,2,NA,0,199600308,199600806,0,2066,0,13938,13938,4,2,1996
199600807,199600308,1,2,"ALAMEDA",1996,1996-03-26,0,"OAKLAND","CITY COUNCIL",2,"CITY COUNCIL","1","Full",1,"Brunner","Jane","Labor Attorney/Teacher","N",2,5,3589,0,13938,13938,0.257497488879323,2,3,1,1,199600308,199600807,0,3589,0,13938,13938,2,3,1996
199600808,199600308,1,2,"ALAMEDA",1996,1996-03-26,0,"OAKLAND","CITY COUNCIL",2,"CITY COUNCIL","1","Full",1,"Grady","Kathleen M.","Attorney","N",2,5,816,0,13938,13938,0.0585449849332759,5,2,NA,0,199600308,199600808,0,816,0,13938,13938,5,2,1996
199600809,199600308,1,2,"ALAMEDA",1996,1996-03-26,0,"OAKLAND","CITY COUNCIL",2,"CITY COUNCIL","1","Full",1,"Shoup","Larry","Preservation Historian","N",2,5,2628,0,13938,13938,0.18854928971158,3,2,NA,0,199600308,199600809,0,2628,0,13938,13938,3,2,1996
199600810,199600308,1,2,"ALAMEDA",1996,1996-03-26,0,"OAKLAND","CITY COUNCIL",2,"CITY COUNCIL","1","Full",1,"Smith","Harold P. Peter","Chair/Planning Commission","N",2,5,4839,0,13938,13938,0.347180370210934,1,3,1,1,199600308,199600810,0,4839,0,13938,13938,1,3,1996
199600811,199600309,1,2,"ALAMEDA",1996,1996-03-26,0,"SAN LEANDRO","CITY COUNCIL",2,"CITY COUNCIL","2","Full",1,"Agrella","Justin","General Manager","N",2,4,2064,0,13955,13955,0.147903977069151,3,2,NA,0,199600309,199600811,0,2064,0,13955,13955,3,2,1996
199600812,199600309,1,2,"ALAMEDA",1996,1996-03-26,0,"SAN LEANDRO","CITY COUNCIL",2,"CITY COUNCIL","2","Full",1,"Berger","Robert \"Bob\"","Businessman","N",2,4,5053,0,13955,13955,0.362092439985668,2,2,NA,0,199600309,199600812,0,5053,0,13955,13955,2,2,1996
199600813,199600309,1,2,"ALAMEDA",1996,1996-03-26,0,"SAN LEANDRO","CITY COUNCIL",2,"CITY COUNCIL","2","Full",1,"Dewitt","Joel David","Contract Financial Officer","N",2,4,1450,0,13955,13955,0.103905410247223,4,2,NA,0,199600309,199600813,0,1450,0,13955,13955,4,2,1996
199600814,199600309,1,2,"ALAMEDA",1996,1996-03-26,0,"SAN LEANDRO","CITY COUNCIL",2,"CITY COUNCIL","2","Full",1,"Young","Shelia","Small Business Owner","N",2,4,5388,0,13955,13955,0.386098172697958,1,1,1,0,199600309,199600814,0,5388,0,13955,13955,1,1,1996
199600815,199600310,1,2,"ALAMEDA",1996,1996-03-26,0,"OAKLAND","CITY COUNCIL",2,"CITY COUNCIL","3","Full",1,"Bayron","Natalie E.","City Council Member","Y",1,4,2488,0,7096,7096,0.350620067643743,1,3,1,1,199600310,199600815,0,2488,0,7096,7096,1,3,1996
199600816,199600310,1,2,"ALAMEDA",1996,1996-03-26,0,"OAKLAND","CITY COUNCIL",2,"CITY COUNCIL","3","Full",1,"Hazzard","Gene","Small Business Owner","N",2,4,1089,0,7096,7096,0.153466741826381,4,2,NA,0,199600310,199600816,0,1089,0,7096,7096,4,2,1996
199600817,199600310,1,2,"ALAMEDA",1996,1996-03-26,0,"OAKLAND","CITY COUNCIL",2,"CITY COUNCIL","3","Full",1,"Killian","Clinton O.","Attorney","N",2,4,1273,0,7096,7096,0.179396843291995,3,2,NA,0,199600310,199600817,0,1273,0,7096,7096,3,2,1996
199600818,199600310,1,2,"ALAMEDA",1996,1996-03-26,0,"OAKLAND","CITY COUNCIL",2,"CITY COUNCIL","3","Full",1,"Nadel","Nancy J.","Engineer/EBMUD Director","N",2,4,2246,0,7096,7096,0.31651634723788,2,3,1,1,199600310,199600818,0,2246,0,7096,7096,2,3,1996
199600819,199600311,1,2,"ALAMEDA",1996,1996-03-26,0,"SAN LEANDRO","CITY COUNCIL",2,"CITY COUNCIL","4","Full",1,"Filipovich","Lou","Retired Businessman","N",2,2,5199,0,12890,12890,0.4033359193173,2,2,NA,0,199600311,199600819,0,5199,0,12890,12890,2,2,1996
199600820,199600311,1,2,"ALAMEDA",1996,1996-03-26,0,"SAN LEANDRO","CITY COUNCIL",2,"CITY COUNCIL","4","Full",1,"Glaze","Bob","Telecommunications Supervisor","N",2,2,7691,0,12890,12890,0.5966640806827,1,1,NA,0,199600311,199600820,0,7691,0,12890,12890,1,1,1996
199600821,199600312,1,2,"ALAMEDA",1996,1996-03-26,0,"OAKLAND","CITY COUNCIL",2,"CITY COUNCIL","5","Full",1,"de la Fuente","Ignacio","Incumbent","Y",1,1,3228,0,3228,3228,1,1,1,NA,0,199600312,199600821,0,3228,0,3228,3228,1,1,1996
199600822,199600313,1,2,"ALAMEDA",1996,1996-03-26,0,"SAN LEANDRO","CITY COUNCIL",2,"CITY COUNCIL","6","Full",1,"Lothrop","Joanne","Director/Non-Profit Organization","N",2,3,6214,0,13597,13597,0.457012576303596,1,1,1,0,199600313,199600822,0,6214,0,13597,13597,1,1,1996
199600823,199600313,1,2,"ALAMEDA",1996,1996-03-26,0,"SAN LEANDRO","CITY COUNCIL",2,"CITY COUNCIL","6","Full",1,"Norry","Laurence J. \"Larry","Retired Businessman","N",2,3,5118,0,13597,13597,0.376406560270648,2,2,NA,0,199600313,199600823,0,5118,0,13597,13597,2,2,1996
199600824,199600313,1,2,"ALAMEDA",1996,1996-03-26,0,"SAN LEANDRO","CITY COUNCIL",2,"CITY COUNCIL","6","Full",1,"Tichy","Mark","Business Owner","N",2,3,2265,0,13597,13597,0.166580863425756,3,2,NA,0,199600313,199600824,0,2265,0,13597,13597,3,2,1996
